原始代码,参考价格,匹配状态,标准化代码,股票代码,股票名称,当前价格,价格差异,匹配类型,涨跌幅,涨跌额,成交量,成交额,市盈率,市净率,验证置信度,名称一致性,验证数据源数,推荐名称,验证详情
300112,9.05,匹配成功,300112,300112,万讯自控,0.0,9.05,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,100.0%,3,万讯自控,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': '万讯自控', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': '万讯自控', 'price': np.float64(9.05), 'name_match': True}, 'eastmoney': {'found': True, 'name': '万讯自控', 'price': np.float64(0.0), 'name_match': True}}"
300123,7.22,匹配成功,300123,300123,亚光科技,0.0,7.22,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,100.0%,3,亚光科技,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': '亚光科技', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': '亚光科技', 'price': np.float64(7.22), 'name_match': True}, 'eastmoney': {'found': True, 'name': '亚光科技', 'price': np.float64(0.0), 'name_match': True}}"
300582,12.82,匹配成功,300582,300582,英飞特,0.0,12.82,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,100.0%,3,英飞特,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': '英飞特', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': '英飞特', 'price': np.float64(12.82), 'name_match': True}, 'eastmoney': {'found': True, 'name': '英飞特', 'price': np.float64(0.0), 'name_match': True}}"
300930,28.52,匹配成功,300930,300930,屹通新材,0.0,28.52,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,100.0%,3,屹通新材,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': '屹通新材', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': '屹通新材', 'price': np.float64(28.52), 'name_match': True}, 'eastmoney': {'found': True, 'name': '屹通新材', 'price': np.float64(0.0), 'name_match': True}}"
301309,26.31,匹配成功,301309,301309,万得凯,0.0,26.31,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,100.0%,3,万得凯,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': '万得凯', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': '万得凯', 'price': np.float64(26.31), 'name_match': True}, 'eastmoney': {'found': True, 'name': '万得凯', 'price': np.float64(0.0), 'name_match': True}}"
301311,20.43,匹配成功,301311,301311,昆船智能,0.0,20.43,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,100.0%,3,昆船智能,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': '昆船智能', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': '昆船智能', 'price': np.float64(20.43), 'name_match': True}, 'eastmoney': {'found': True, 'name': '昆船智能', 'price': np.float64(0.0), 'name_match': True}}"
600118,28.57,匹配成功,600118,600118,中国卫星,0.0,28.57,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,100.0%,3,中国卫星,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': '中国卫星', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': '中国卫星', 'price': np.float64(28.57), 'name_match': True}, 'eastmoney': {'found': True, 'name': '中国卫星', 'price': np.float64(0.0), 'name_match': True}}"
600182,15.91,匹配成功,600182,600182,SST佳通,0.0,15.91,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,66.7%,3,SST佳通,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': 'SST佳通', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': 'S佳通', 'price': np.float64(15.91), 'name_match': False}, 'eastmoney': {'found': True, 'name': 'SST佳通', 'price': np.float64(0.0), 'name_match': True}}"
600235,6.25,匹配成功,600235,600235,民丰特纸,0.0,6.25,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,100.0%,3,民丰特纸,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': '民丰特纸', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': '民丰特纸', 'price': np.float64(6.25), 'name_match': True}, 'eastmoney': {'found': True, 'name': '民丰特纸', 'price': np.float64(0.0), 'name_match': True}}"
600237,7.25,匹配成功,600237,600237,铜峰电子,0.0,7.25,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,100.0%,3,铜峰电子,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': '铜峰电子', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': '铜峰电子', 'price': np.float64(7.25), 'name_match': True}, 'eastmoney': {'found': True, 'name': '铜峰电子', 'price': np.float64(0.0), 'name_match': True}}"
600356,8.05,匹配成功,600356,600356,恒丰纸业,0.0,8.05,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,100.0%,3,恒丰纸业,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': '恒丰纸业', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': '恒丰纸业', 'price': np.float64(8.05), 'name_match': True}, 'eastmoney': {'found': True, 'name': '恒丰纸业', 'price': np.float64(0.0), 'name_match': True}}"
600470,6.23,匹配成功,600470,600470,六国化工,0.0,6.23,代码精确匹配,0.0,0.0,0.0,0.0,0.0,0.0,75.0%,100.0%,3,六国化工,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': True, 'name': '六国化工', 'price': np.float64(0.0), 'name_match': True}, 'tencent': {'found': True, 'name': '六国化工', 'price': np.float64(6.23), 'name_match': True}, 'eastmoney': {'found': True, 'name': '六国化工', 'price': np.float64(0.0), 'name_match': True}}"
