原始代码,参考价格,匹配状态,标准化代码,股票代码,股票名称,当前价格,价格差异,匹配类型,涨跌幅,涨跌额,成交量,成交额,市盈率,市净率
'600018,5.84,匹配成功,600018,600018,上港集团,0.0,5.84,代码标准化匹配,0.0,0.0,0.0,0.0,0.0,0.0
'600482,22.53,匹配成功,600482,600482,中国动力,0.0,22.53,代码标准化匹配,0.0,0.0,0.0,0.0,0.0,0.0
