原始代码,参考价格,匹配状态,标准化代码,股票代码,股票名称,当前价格,价格差异,匹配类型,涨跌幅,涨跌额,成交量,成交额,市盈率,市净率
'000543,7.49,匹配成功,000543,000543,皖能电力,0.0,7.49,代码标准化匹配,0.0,0.0,0,0.0,0.0,0.0
'003816,3.77,匹配成功,003816,003816,中国广核,0.0,3.77,代码标准化匹配,0.0,0.0,0,0.0,0.0,0.0
'600018,5.82,匹配成功,600018,600018,上港集团,0.0,5.82,代码标准化匹配,0.0,0.0,0,0.0,0.0,0.0
'601668,5.75,匹配成功,601668,601668,中国建筑,0.0,5.75,代码标准化匹配,0.0,0.0,0,0.0,0.0,0.0
