原始代码,参考价格,匹配状态,标准化代码,股票代码,股票名称,当前价格,价格差异,匹配类型,涨跌幅,涨跌额,成交量,成交额,市盈率,市净率,验证置信度,名称一致性,验证数据源数,推荐名称,验证详情
'002300,6.79,匹配成功(低置信度),002300,002300,太阳电缆,6.79,0.0,代码标准化匹配 - 建议人工确认,0.15,0.01,429240.0,289189464.22,58.54,2.57,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
'002352,49.68,匹配成功(低置信度),002352,002352,顺丰控股,49.68,0.0,代码标准化匹配 - 建议人工确认,-0.24,-0.12,195569.0,974445344.57,27.75,2.64,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
'300457,20.45,匹配成功(低置信度),300457,300457,赢合科技,20.45,0.0,代码标准化匹配 - 建议人工确认,20.01,3.41,744091.0,1461383760.4,218.87,2.08,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
'300479,21.5,匹配成功(低置信度),300479,300479,神思电子,21.5,0.0,代码标准化匹配 - 建议人工确认,2.14,0.45,163227.0,349891205.99,-36.73,8.21,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
'300585,15.43,匹配成功(低置信度),300585,300585,奥联电子,15.43,0.0,代码标准化匹配 - 建议人工确认,1.45,0.22,34176.0,52040278.3,-361.29,3.74,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
'300943,16.02,匹配成功(低置信度),300943,300943,春晖智控,16.02,0.0,代码标准化匹配 - 建议人工确认,6.23,0.94,221923.0,350802922.73,64.53,3.4,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
'301048,11.04,匹配成功(低置信度),301048,301048,金鹰重工,11.04,0.0,代码标准化匹配 - 建议人工确认,4.45,0.47,211833.0,226508213.63,42.09,2.19,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
'301176,17.69,匹配成功(低置信度),301176,301176,逸豪新材,17.69,0.0,代码标准化匹配 - 建议人工确认,-0.95,-0.17,21696.0,38413601.0,-485.48,1.95,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
'301208,43.33,匹配成功(低置信度),301208,301208,中亦科技,43.33,0.0,代码标准化匹配 - 建议人工确认,1.57,0.67,147322.0,635407922.92,118.31,3.43,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
'301292,16.33,匹配成功(低置信度),301292,301292,海科新源,16.33,0.0,代码标准化匹配 - 建议人工确认,5.83,0.9,105792.0,170632374.8,-82.31,1.28,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
'301380,50.8,匹配成功(低置信度),301380,301380,挖金客,50.8,0.0,代码标准化匹配 - 建议人工确认,2.88,1.42,27683.0,138735502.74,52.02,4.95,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
'301520,46.71,匹配成功(低置信度),301520,301520,万邦医药,46.71,0.0,代码标准化匹配 - 建议人工确认,6.96,3.04,58713.0,276210972.6,65.7,2.08,0.0%,0.0%,0,,"{'akshare': {'found': False, 'name': None, 'price': None, 'name_match': False, 'error': ""HTTPSConnectionPool(host='82.push2.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/clist/get?pn=1&pz=100&po=1&np=1&ut=bd1d9ddb04089700cf9c27f6f7426281&fltt=2&invt=2&fid=f12&fs=m%3A0+t%3A6%2Cm%3A0+t%3A80%2Cm%3A1+t%3A2%2Cm%3A1+t%3A23%2Cm%3A0+t%3A81+s%3A2048&fields=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf12%2Cf13%2Cf14%2Cf15%2Cf16%2Cf17%2Cf18%2Cf20%2Cf21%2Cf23%2Cf24%2Cf25%2Cf22%2Cf11%2Cf62%2Cf128%2Cf136%2Cf115%2Cf152 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))""}, 'sina': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'tencent': {'found': False, 'name': None, 'price': None, 'name_match': False}, 'eastmoney': {'found': False, 'name': None, 'price': None, 'name_match': False}}"
