股票代码,入选时间,买入价格,操作,止盈价格,止损价格
'000995,2025-06-20 11:17:59,14.65,买入,16.115,13.9175
'002352,2025-06-20 11:17:59,50.87,买入,55.957,48.3265
'300120,2025-06-20 11:17:59,8.69,买入,9.559,8.2555
'300123,2025-06-20 11:17:59,7.14,买入,7.854,6.783
'300505,2025-06-20 11:17:59,18.56,买入,20.416,17.632
'300930,2025-06-20 11:17:59,27.3,买入,30.03,25.935
'601818,2025-06-20 11:17:59,4.15,买入,4.565,3.9425
