股票代码,入选时间,买入价格,操作,止盈价格,止损价格
'000995,2025-06-20 16:37:58,14.65,买入,16.115,13.9175
'002352,2025-06-20 16:37:58,50.65,买入,55.715,48.1175
'300120,2025-06-20 16:37:58,9.1,买入,10.01,8.645
'300505,2025-06-20 16:37:58,18.57,买入,20.427,17.6415
'300930,2025-06-20 16:37:58,27.49,买入,30.239,26.1155
